AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,18,Ceará,Brazil,-7.2153453,-39.3153336
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,46,Ceará,Brazil,-5.1076699,-38.3727852
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,21,Ceará,Brazil,-3.8922967,-38.6835427
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,26,Ceará,Brazil,-4.171073,-38.464988
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,46,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Tianguá,HOMICIDIO DOLOSO,Arma branca,20/05/2020,Masculino,39,Ceará,Brazil,-3.7307332,-41.0004019
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma branca,20/05/2020,Feminino,42,Ceará,Brazil,-5.0742841,-37.9892825
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,45,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/05/2020,Masculino,36,Ceará,Brazil,-7.2153453,-39.3153336
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Feminino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,34,Ceará,Brazil,-4.9751759,-38.6368754
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,49,Ceará,Brazil,-6.361934,-39.2972233
AIS 13,Chorozinho,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,51,Ceará,Brazil,-4.3010895,-38.4976923
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,44,Ceará,Brazil,-7.0750814,-40.3830178
AIS 21,Lavras da Mangabeira,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Feminino,33,Ceará,Brazil,-6.7567541,-38.978435941213945
AIS 14,Forquilha,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,21,Ceará,Brazil,-3.799447,-40.263405
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,43,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,21/05/2020,Masculino,55,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,21/05/2020,Masculino,17,Ceará,Brazil,-3.9841,-38.6180383
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,22/05/2020,Feminino,30,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,22/05/2020,Masculino,38,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/05/2020,Masculino,22,Ceará,Brazil,-3.8779438,-38.6247697
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,22/05/2020,Masculino,58,Ceará,Brazil,-3.7300563,-38.6593082
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Arma branca,22/05/2020,Masculino,25,Ceará,Brazil,-4.3336553,-40.1544913
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,22/05/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Coreaú,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,36,Ceará,Brazil,-3.5519794,-40.6528409
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,17,Ceará,Brazil,-6.539564,-39.9047802
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,16,Ceará,Brazil,-4.129666,-38.241178
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma branca,23/05/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,32,Ceará,Brazil,-3.7300563,-38.6593082
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,25,Ceará,Brazil,-6.539564,-39.9047802
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,57,Ceará,Brazil,-3.7300563,-38.6593082
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,23/05/2020,Masculino,79,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,25,Ceará,Brazil,-5.5190371,-38.2719351
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/05/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma branca,23/05/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,15,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,24/05/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,55,Ceará,Brazil,-6.539564,-39.9047802
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,24/05/2020,Masculino,27,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,45,Ceará,Brazil,-3.9841,-38.6180383
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Outros meios,24/05/2020,Masculino,30,Ceará,Brazil,-7.2153453,-39.3153336
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/05/2020,Masculino,52,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Feminino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,31,Ceará,Brazil,-4.9354279,-37.9783838
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,32,Ceará,Brazil,-3.499329,-39.583571
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,29,Ceará,Brazil,-5.5190371,-38.2719351
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,18,Ceará,Brazil,-5.1076699,-38.3727852
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,25/05/2020,Masculino,20,Ceará,Brazil,-3.6879135,-40.3456372
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Outros meios,26/05/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Crateús,HOMICIDIO DOLOSO,Outros meios,26/05/2020,Masculino,25,Ceará,Brazil,-5.1782451,-40.6696545
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,24,Ceará,Brazil,-7.2153453,-39.3153336
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,37,Ceará,Brazil,-4.9706021,-39.0158403
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Feminino,17,Ceará,Brazil,-3.8922967,-38.6835427
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,26,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,43,Ceará,Brazil,-3.965768,-38.529763
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma branca,26/05/2020,Masculino,68,Ceará,Brazil,-4.3547946,-39.3108516
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/05/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Chorozinho,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,78,Ceará,Brazil,-4.3010895,-38.4976923
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,-,Ceará,Brazil,-4.171073,-38.464988
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Jijoca de Jericoacoara,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Feminino,12,Ceará,Brazil,-2.8986278,-40.4506081
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Feminino,38,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,40,Ceará,Brazil,-3.6879135,-40.3456372
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,18,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,18,Ceará,Brazil,-3.6879135,-40.3456372
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/05/2020,Feminino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,FEMINICÍDIO,Arma de fogo,28/05/2020,Feminino,38,Ceará,Brazil,-7.2153453,-39.3153336
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/05/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma branca,28/05/2020,Masculino,41,Ceará,Brazil,-4.3547946,-39.3108516
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,28/05/2020,Masculino,23,Ceará,Brazil,-4.0964618,-38.4965574
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,28/05/2020,Feminino,27,Ceará,Brazil,-3.9063117,-38.387504
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,37,Ceará,Brazil,-4.0412656,-38.6369079
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,52,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Feminino,28,Ceará,Brazil,-4.129666,-38.241178
AIS 14,Ubajara,HOMICIDIO DOLOSO,Outros meios,29/05/2020,Masculino,40,Ceará,Brazil,-3.8534468,-40.9185642
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,19,Ceará,Brazil,-3.6879135,-40.3456372
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,24,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,25,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Viçosa do Ceará,HOMICIDIO DOLOSO,Outros meios,29/05/2020,Masculino,19,Ceará,Brazil,-3.5667684,-41.091504
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,31,Ceará,Brazil,-3.7300563,-38.6593082
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,27,Ceará,Brazil,-4.0412656,-38.6369079
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,29/05/2020,Masculino,47,Ceará,Brazil,-4.9354279,-37.9783838
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,22,Ceará,Brazil,-3.6879135,-40.3456372
AIS 17,Umirim,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,25,Ceará,Brazil,-3.6777738,-39.348725
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,15,Ceará,Brazil,-3.6879135,-40.3456372
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,22,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Tianguá,HOMICIDIO DOLOSO,Outros meios,30/05/2020,Masculino,25,Ceará,Brazil,-3.7307332,-41.0004019
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,30/05/2020,Masculino,20,Ceará,Brazil,-3.7300563,-38.6593082
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Jaguaretama,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Feminino,30,Ceará,Brazil,-5.6092417,-38.7630077
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma branca,31/05/2020,Masculino,-,Ceará,Brazil,-3.6879135,-40.3456372
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,16,Ceará,Brazil,-2.8869514,-40.1194713
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Feminino,63,Ceará,Brazil,-3.6879135,-40.3456372
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,13,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,São Benedito,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,25,Ceará,Brazil,-4.0479952,-40.8643488
AIS 18,Russas,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,31/05/2020,Masculino,33,Ceará,Brazil,-4.9354279,-37.9783838
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/05/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Coreaú,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,35,Ceará,Brazil,-3.5519794,-40.6528409
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,São João do Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Feminino,49,Ceará,Brazil,-5.2719441,-38.271993
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,26,Ceará,Brazil,-4.9751759,-38.6368754
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,25,Ceará,Brazil,-4.0964618,-38.4965574
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,01/06/2020,Masculino,52,Ceará,Brazil,-4.9751759,-38.6368754
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,24,Ceará,Brazil,-4.171073,-38.464988
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,24,Ceará,Brazil,-2.8869514,-40.1194713
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Jaguaretama,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,30,Ceará,Brazil,-5.6092417,-38.7630077
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,22,Ceará,Brazil,-3.6879135,-40.3456372
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Feminino,52,Ceará,Brazil,-2.8869514,-40.1194713
AIS 21,Lavras da Mangabeira,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Feminino,24,Ceará,Brazil,-6.7567541,-38.978435941213945
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,21,Ceará,Brazil,-7.2153453,-39.3153336
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,52,Ceará,Brazil,-7.2153453,-39.3153336
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/06/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,General Sampaio,HOMICIDIO DOLOSO,Arma de fogo,03/06/2020,Masculino,42,Ceará,Brazil,-4.0517636,-39.4509271
AIS 15,Paramoti,HOMICIDIO DOLOSO,Arma branca,03/06/2020,Feminino,30,Ceará,Brazil,-4.0964461,-39.2390411
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Outros meios,03/06/2020,Masculino,23,Ceará,Brazil,-3.8779438,-38.6247697
AIS 15,Paramoti,HOMICIDIO DOLOSO,Arma branca,03/06/2020,Masculino,30,Ceará,Brazil,-4.0964461,-39.2390411
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,03/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,03/06/2020,Masculino,28,Ceará,Brazil,-3.6879135,-40.3456372
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,03/06/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 16,Reriutaba,HOMICIDIO DOLOSO,Arma de fogo,03/06/2020,Masculino,24,Ceará,Brazil,-4.1418352,-40.5824356
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Feminino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,17,Ceará,Brazil,-4.0412656,-38.6369079
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,32,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma branca,04/06/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,32,Ceará,Brazil,-2.8869514,-40.1194713
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Masculino,30,Ceará,Brazil,-6.361934,-39.2972233
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/06/2020,Feminino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,33,Ceará,Brazil,-3.6879135,-40.3456372
AIS 22,Tauá,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,20,Ceará,Brazil,-6.0031372,-40.2947268
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Feminino,27,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Feminino,31,Ceará,Brazil,-3.8922967,-38.6835427
AIS 13,Cascavel,HOMICIDIO DOLOSO,Outros meios,05/06/2020,Masculino,19,Ceará,Brazil,-4.129666,-38.241178
AIS 14,Coreaú,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,28,Ceará,Brazil,-3.5519794,-40.6528409
AIS 17,Pentecoste,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,21,Ceará,Brazil,-3.7952282,-39.2713219
AIS 20,Ibaretama,HOMICIDIO DOLOSO,Arma branca,05/06/2020,Masculino,61,Ceará,Brazil,-4.8194345,-38.8208476
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma branca,05/06/2020,Masculino,28,Ceará,Brazil,-3.8534468,-40.9185642
AIS 17,Pentecoste,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,18,Ceará,Brazil,-3.7952282,-39.2713219
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,05/06/2020,Masculino,28,Ceará,Brazil,-4.171073,-38.464988
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,31,Ceará,Brazil,-7.0750814,-40.3830178
AIS 13,Horizonte,HOMICIDIO DOLOSO,Outros meios,06/06/2020,Masculino,22,Ceará,Brazil,-4.0964618,-38.4965574
AIS 13,Chorozinho,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,35,Ceará,Brazil,-4.3010895,-38.4976923
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma branca,06/06/2020,Masculino,-,Ceará,Brazil,-3.9841,-38.6180383
AIS 14,Camocim,HOMICIDIO DOLOSO,Arma branca,06/06/2020,Masculino,22,Ceará,Brazil,-2.9009918,-40.8427389
AIS 9,Fortaleza,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,06/06/2020,Masculino,46,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,28,Ceará,Brazil,-3.8922967,-38.6835427
AIS 13,Chorozinho,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,06/06/2020,Masculino,36,Ceará,Brazil,-4.3010895,-38.4976923
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,19,Ceará,Brazil,-5.8854585,-38.6212957
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,40,Ceará,Brazil,-3.9063117,-38.387504
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,59,Ceará,Brazil,-3.9063117,-38.387504
AIS 19,Brejo Santo,HOMICIDIO DOLOSO,Outros meios,06/06/2020,Masculino,38,Ceará,Brazil,-7.4909841,-38.9859152
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma branca,06/06/2020,Masculino,16,Ceará,Brazil,-4.171073,-38.464988
AIS 19,Penaforte,HOMICIDIO DOLOSO,Arma branca,06/06/2020,Feminino,36,Ceará,Brazil,-7.8288372,-39.0751908
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,20,Ceará,Brazil,-4.831508,-37.780997
