AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,20,Ceará,Brazil,-7.2153453,-39.3153336
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,16,Ceará,Brazil,-3.965768,-38.529763
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,26,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,38,Ceará,Brazil,-3.6879135,-40.3456372
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,23,Ceará,Brazil,-3.965768,-38.529763
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,30,Ceará,Brazil,-7.2369112,-39.4149236
AIS 19,Missão Velha,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,24,Ceará,Brazil,-7.248491,-39.1434843
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,25,Ceará,Brazil,-7.2369112,-39.4149236
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma branca,07/06/2020,Masculino,50,Ceará,Brazil,-3.8922967,-38.6835427
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,28,Ceará,Brazil,-3.965768,-38.529763
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Feminino,35,Ceará,Brazil,-3.6879135,-40.3456372
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,30,Ceará,Brazil,-7.2369112,-39.4149236
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,30,Ceará,Brazil,-7.0750814,-40.3830178
AIS 13,Pindoretama,HOMICIDIO DOLOSO,Outros meios,08/06/2020,Masculino,-,Ceará,Brazil,-4.0265183,-38.3066829
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,34,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,"São Gonçalo do
Amarante",HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,21,Ceará,Brazil,-3.6099755,-38.9687182
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,20,Ceará,Brazil,-7.0750814,-40.3830178
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,18,Ceará,Brazil,-7.0750814,-40.3830178
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,26,Ceará,Brazil,-7.2369112,-39.4149236
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,20,Ceará,Brazil,-4.171073,-38.464988
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,51,Ceará,Brazil,-3.7300563,-38.6593082
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,37,Ceará,Brazil,-6.361934,-39.2972233
AIS 14,Granja,HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,28,Ceará,Brazil,-3.1212057,-40.8284124
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,45,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,33,Ceará,Brazil,-3.7300563,-38.6593082
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Ipueiras,FEMINICÍDIO,Arma branca,10/06/2020,Feminino,46,Ceará,Brazil,-4.5427141,-40.7168461
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,20,Ceará,Brazil,-3.8534468,-40.9185642
AIS 21,Orós,HOMICIDIO DOLOSO,Outros meios,10/06/2020,Masculino,70,Ceará,Brazil,-6.2427541,-38.9141151
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Outros meios,11/06/2020,Masculino,29,Ceará,Brazil,-4.171073,-38.464988
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,27,Ceará,Brazil,-3.9063117,-38.387504
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,48,Ceará,Brazil,-3.6841324,-39.5851265
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma branca,12/06/2020,Masculino,35,Ceará,Brazil,-4.171073,-38.464988
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,31,Ceará,Brazil,-3.6841324,-39.5851265
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,32,Ceará,Brazil,-3.7300563,-38.6593082
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Jucás,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,38,Ceará,Brazil,-6.5224934,-39.5247183
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,20,Ceará,Brazil,-3.7300563,-38.6593082
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Icó,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-6.4003992,-38.8575946
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Paramoti,HOMICIDIO DOLOSO,Arma branca,13/06/2020,Masculino,53,Ceará,Brazil,-4.0964461,-39.2390411
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,30,Ceará,Brazil,-4.171073,-38.464988
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.9841,-38.6180383
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Pereiro,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,17,Ceará,Brazil,-6.046269,-38.4604192
AIS 17,Marco,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,21,Ceará,Brazil,-3.1221945,-40.1514585
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Massapê,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.5239058,-40.3423107
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaruana,FEMINICÍDIO,Arma branca,13/06/2020,Feminino,41,Ceará,Brazil,-4.831508,-37.780997
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,13/06/2020,Masculino,24,Ceará,Brazil,-7.2369112,-39.4149236
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Outros meios,14/06/2020,Masculino,18,Ceará,Brazil,-4.3336553,-40.1544913
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,29,Ceará,Brazil,-4.171073,-38.464988
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,38,Ceará,Brazil,-7.2153453,-39.3153336
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989
AIS 22,Catarina,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,22,Ceará,Brazil,-6.1341578,-39.8795321
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,64,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.755572,-40.818019
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Feminino,40,Ceará,Brazil,-4.171073,-38.464988
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,31,Ceará,Brazil,-4.129666,-38.241178
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,15,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Feminino,60,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,São Benedito,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,18,Ceará,Brazil,-4.0479952,-40.8643488
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,17,Ceará,Brazil,-3.6879135,-40.3456372
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,26,Ceará,Brazil,-4.171073,-38.464988
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,46,Ceará,Brazil,-4.171073,-38.464988
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,28,Ceará,Brazil,-3.8779438,-38.6247697
AIS 16,Varjota,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Feminino,23,Ceará,Brazil,-4.1958345,-40.4735305
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,24,Ceará,Brazil,-3.8779438,-38.6247697
AIS 15,Madalena,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,17,Ceará,Brazil,-4.8542961,-39.5766436
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,20,Ceará,Brazil,-3.755572,-40.818019
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Feminino,23,Ceará,Brazil,-4.9354279,-37.9783838
AIS 14,Tianguá,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,27,Ceará,Brazil,-3.7307332,-41.0004019
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,25,Ceará,Brazil,-4.831508,-37.780997
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,24,Ceará,Brazil,-3.6879135,-40.3456372
AIS 16,Independência,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,39,Ceará,Brazil,-5.3958538,-40.3108896
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,17/06/2020,Masculino,48,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,44,Ceará,Brazil,-4.9354279,-37.9783838
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,19,Ceará,Brazil,-3.8779438,-38.6247697
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,23,Ceará,Brazil,-7.2153453,-39.3153336
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma branca,17/06/2020,Masculino,26,Ceará,Brazil,-3.6879135,-40.3456372
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,19,Ceará,Brazil,-4.7879512,-40.063949
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,25,Ceará,Brazil,-3.8534468,-40.9185642
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,47,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma branca,18/06/2020,Masculino,33,Ceará,Brazil,-3.9841,-38.6180383
AIS 15,Boa Viagem,HOMICIDIO DOLOSO,Arma branca,18/06/2020,Masculino,19,Ceará,Brazil,-5.1261877,-39.7300055
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,28,Ceará,Brazil,-3.8922967,-38.6835427
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,20,Ceará,Brazil,-3.8534468,-40.9185642
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,43,Ceará,Brazil,-4.0412656,-38.6369079
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Feminino,18,Ceará,Brazil,-3.9063117,-38.387504
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,28,Ceará,Brazil,-3.9063117,-38.387504
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Feminino,30,Ceará,Brazil,-3.9063117,-38.387504
AIS 21,Lavras da Mangabeira,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Feminino,27,Ceará,Brazil,-6.7567541,-38.978435941213945
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,34,Ceará,Brazil,-3.755572,-40.818019
AIS 11,Caucaia,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,19/06/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,54,Ceará,Brazil,-5.455674,-39.7166286
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,19/06/2020,Masculino,40,Ceará,Brazil,-3.8779438,-38.6247697
AIS 15,Baturité,HOMICIDIO DOLOSO,Outros meios,19/06/2020,Masculino,26,Ceará,Brazil,-4.3290203,-38.8821055
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Feminino,38,Ceará,Brazil,-3.9063117,-38.387504
AIS 22,Tauá,HOMICIDIO DOLOSO,Arma branca,19/06/2020,Feminino,23,Ceará,Brazil,-6.0031372,-40.2947268
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,20,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Feminino,18,Ceará,Brazil,-3.6879135,-40.3456372
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Ipu,HOMICIDIO DOLOSO,Outros meios,20/06/2020,Masculino,33,Ceará,Brazil,-4.3239824,-40.7097463
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,33,Ceará,Brazil,-5.5190371,-38.2719351
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,43,Ceará,Brazil,-4.171073,-38.464988
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Ibaretama,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,25,Ceará,Brazil,-4.8194345,-38.8208476
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Feminino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,31,Ceará,Brazil,-3.7300563,-38.6593082
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,37,Ceará,Brazil,-5.1455607,-38.0984936
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,17,Ceará,Brazil,-3.672399,-39.2364881
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,18,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-3.7300563,-38.6593082
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,24,Ceará,Brazil,-3.6879135,-40.3456372
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,21,Ceará,Brazil,-5.8854585,-38.6212957
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,67,Ceará,Brazil,-5.454494,-38.4679295
AIS 19,Nova Olinda,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-7.1198884,-39.66196525806039
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,21,Ceará,Brazil,-3.8779438,-38.6247697
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Outros meios,20/06/2020,Masculino,33,Ceará,Brazil,-7.2153453,-39.3153336
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Feminino,17,Ceará,Brazil,-4.0412656,-38.6369079
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,48,Ceará,Brazil,-3.8779438,-38.6247697
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,31,Ceará,Brazil,-5.8854585,-38.6212957
AIS 16,Novo Oriente,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,61,Ceará,Brazil,-5.5350339,-40.7748902
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,29,Ceará,Brazil,-4.9354279,-37.9783838
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Outros meios,21/06/2020,Masculino,-,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Feminino,27,Ceará,Brazil,-3.755572,-40.818019
AIS 17,Umirim,HOMICIDIO DOLOSO,Outros meios,21/06/2020,Feminino,35,Ceará,Brazil,-3.6777738,-39.348725
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,23,Ceará,Brazil,-4.3702577,-38.8084313
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,20,Ceará,Brazil,-4.9354279,-37.9783838
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,19,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Alcântaras,HOMICIDIO DOLOSO,Arma branca,21/06/2020,Masculino,93,Ceará,Brazil,-3.586247,-40.5457641
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,16,Ceará,Brazil,-3.7300563,-38.6593082
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/06/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,22/06/2020,Masculino,58,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,Caucaia,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,22/06/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,22/06/2020,Masculino,-,Ceará,Brazil,-7.2369112,-39.4149236
AIS 21,Acopiara,HOMICIDIO DOLOSO,Arma de fogo,22/06/2020,Masculino,28,Ceará,Brazil,-6.0936464,-39.4543204
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/06/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
